delivered_orders,unique_customers,product_revenue,average_order_value,average_items_per_order,average_delivery_days,late_delivery_rate_percent,average_review_score,cancellation_rate_percent
96478,93358,13221498.11,137.04,1.14,12.56,8.11,4.156,0.63
